10	/N + 1 EM	ISSIVITY	COEFFTS./				
5680.9	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	EXCIT	/INDM = T	/ISEL =    1
1.05E-14	7.86E-15	5.53E-15	3.73E-15	2.45E-15	1.58E-15	1.01E-15	6.38E-16
4.00E-16	2.49E-16	1.54E-16	9.50E-17	5.87E-17	3.62E-17	2.24E-17	1.39E-17
8.57E-18	5.30E-18	3.28E-18					
5.95E-15	5.00E-15	2.63E-14	2.47E-14	1.33E-14	8.75E-15	5.96E-15	4.36E-15
3.51E-15	3.50E-15	4.51E-15	6.75E-15	9.63E-15	1.19E-14	1.26E-14	1.15E-14
9.31E-15	6.94E-15	4.89E-15	3.30E-15	2.17E-15	1.40E-15	8.96E-16	5.67E-16
3.57E-16	2.22E-16	1.38E-16	8.51E-17	5.27E-17	3.26E-17	2.02E-17	1.25E-17
7.75E-18	4.81E-18	2.98E-18					
5.95E-15	5.00E-15	3.45E-14	3.13E-14	1.57E-14	9.97E-15	6.56E-15	4.66E-15
3.66E-15	3.53E-15	4.36E-15	6.27E-15	8.72E-15	1.06E-14	1.11E-14	1.01E-14
8.19E-15	6.11E-15	4.30E-15	2.91E-15	1.91E-15	1.24E-15	7.92E-16	5.02E-16
3.16E-16	1.97E-16	1.22E-16	7.57E-17	4.69E-17	2.91E-17	1.80E-17	1.12E-17
6.94E-18	4.31E-18	2.68E-18					
5.92E-15	4.99E-15	2.10E-13	3.30E-14	2.08E-14	1.16E-14	7.41E-15	5.07E-15
3.86E-15	3.58E-15	4.23E-15	5.81E-15	7.85E-15	9.43E-15	9.77E-15	8.82E-15
7.14E-15	5.32E-15	3.74E-15	2.54E-15	1.67E-15	1.09E-15	6.96E-16	4.42E-16
2.79E-16	1.74E-16	1.08E-16	6.71E-17	4.16E-17	2.58E-17	1.61E-17	9.97E-18
6.20E-18	3.86E-18	2.40E-18					
5.87E-15	4.95E-15	1.34E-13	5.15E-14	2.61E-14	1.43E-14	8.57E-15	5.62E-15
4.13E-15	3.66E-15	4.11E-15	5.36E-15	7.02E-15	8.27E-15	8.47E-15	7.60E-15
6.13E-15	4.56E-15	3.21E-15	2.18E-15	1.44E-15	9.39E-16	6.04E-16	3.85E-16
2.44E-16	1.52E-16	9.49E-17	5.90E-17	3.67E-17	2.28E-17	1.42E-17	8.86E-18
5.52E-18	3.44E-18	2.15E-18					
5.75E-15	4.88E-15	1.54E-13	8.14E-14	3.50E-14	1.81E-14	1.02E-14	6.36E-15
4.47E-15	3.77E-15	4.00E-15	4.94E-15	6.22E-15	7.17E-15	7.25E-15	6.46E-15
5.19E-15	3.86E-15	2.72E-15	1.85E-15	1.23E-15	8.00E-16	5.16E-16	3.30E-16
2.10E-16	1.32E-16	8.21E-17	5.12E-17	3.19E-17	1.99E-17	1.25E-17	7.78E-18
4.87E-18	3.04E-18	1.90E-18					
5.49E-15	4.70E-15	7.87E-13	1.08E-13	5.19E-14	2.34E-14	1.24E-14	7.28E-15
4.86E-15	3.89E-15	3.87E-15	4.51E-15	5.44E-15	6.11E-15	6.09E-15	5.38E-15
4.31E-15	3.20E-15	2.26E-15	1.54E-15	1.02E-15	6.71E-16	4.34E-16	2.79E-16
1.78E-16	1.12E-16	7.01E-17	4.38E-17	2.74E-17	1.72E-17	1.08E-17	6.74E-18
4.23E-18	2.65E-18	1.67E-18					
4.97E-15	4.33E-15	4.41E-13	2.07E-13	7.16E-14	3.13E-14	1.52E-14	8.38E-15
5.27E-15	3.96E-15	3.68E-15	4.02E-15	4.61E-15	5.02E-15	4.93E-15	4.32E-15
3.45E-15	2.57E-15	1.82E-15	1.24E-15	8.32E-16	5.48E-16	3.57E-16	2.31E-16
1.48E-16	9.35E-17	5.88E-17	3.69E-17	2.32E-17	1.46E-17	9.16E-18	5.77E-18
3.63E-18	2.29E-18	1.44E-18					
4.13E-15	3.69E-15	1.52E-12	3.00E-13	1.09E-13	4.14E-14	1.86E-14	9.44E-15
5.53E-15	3.87E-15	3.32E-15	3.36E-15	3.63E-15	3.82E-15	3.68E-15	3.20E-15
2.55E-15	1.91E-15	1.36E-15	9.39E-16	6.35E-16	4.23E-16	2.78E-16	1.82E-16
1.18E-16	7.51E-17	4.76E-17	3.01E-17	1.90E-17	1.21E-17	7.63E-18	4.83E-18
3.06E-18	1.94E-18	1.23E-18					
3.13E-15	2.87E-15	3.61E-12	4.65E-13	1.60E-13	5.41E-14	2.19E-14	1.01E-14
5.40E-15	3.45E-15	2.69E-15	2.49E-15	2.50E-15	2.52E-15	2.36E-15	2.04E-15
1.63E-15	1.22E-15	8.85E-16	6.21E-16	4.27E-16	2.90E-16	1.95E-16	1.30E-16
8.54E-17	5.54E-17	3.57E-17	2.29E-17	1.47E-17	9.43E-18	6.04E-18	3.87E-18
2.47E-18	1.58E-18	1.01E-18					
2.32E-15	2.13E-15	3.07E-12	8.03E-13	2.24E-13	6.98E-14	2.49E-14	1.02E-14
4.84E-15	2.74E-15	1.90E-15	1.58E-15	1.46E-15	1.39E-15	1.26E-15	1.07E-15
8.53E-16	6.45E-16	4.72E-16	3.37E-16	2.37E-16	1.65E-16	1.13E-16	7.76E-17
5.25E-17	3.51E-17	2.32E-17	1.53E-17	1.00E-17	6.59E-18	4.31E-18	2.81E-18
1.83E-18	1.19E-18	7.73E-19					
1.90E-15	1.70E-15	4.63E-12	1.24E-12	3.21E-13	9.11E-14	2.89E-14	1.04E-14
4.32E-15	2.11E-15	1.26E-15	9.17E-16	7.70E-16	6.84E-16	5.97E-16	4.95E-16
3.89E-16	2.94E-16	2.15E-16	1.55E-16	1.10E-16	7.80E-17	5.48E-17	3.83E-17
2.65E-17	1.82E-17	1.23E-17	8.36E-18	5.66E-18	3.82E-18	2.57E-18	1.73E-18
1.16E-18	7.73E-19	5.14E-19					
1.80E-15	1.58E-15	6.87E-12	1.78E-12	4.51E-13	1.21E-13	3.61E-14	1.21E-14
4.49E-15	1.89E-15	9.44E-16	5.80E-16	4.27E-16	3.47E-16	2.86E-16	2.29E-16
1.76E-16	1.31E-16	9.56E-17	6.87E-17	4.89E-17	3.46E-17	2.45E-17	1.72E-17
1.20E-17	8.33E-18	5.73E-18	3.94E-18	2.71E-18	1.87E-18	1.29E-18	8.84E-19
6.07E-19	4.16E-19	2.84E-19					
5593.1	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	RECOM	/INDM = T	/ISEL =    8
1.00E+06	2.46E+06	6.06E+06	1.49E+07	3.67E+07	9.05E+07	2.23E+08	5.48E+08
1.35E+09	3.32E+09	8.19E+09	2.02E+10	4.96E+10	1.22E+11	3.01E+11	7.41E+11
1.82E+12	4.49E+12	1.11E+13	2.72E+13	6.70E+13	1.65E+14	4.06E+14	1.00E+15
1.00E-01	1.40E-01	1.97E-01	2.76E-01	3.87E-01	5.44E-01	7.63E-01	1.07E+00
1.50E+00	2.11E+00	2.96E+00	4.15E+00	5.82E+00	8.16E+00	1.15E+01	1.61E+01
2.25E+01	3.16E+01	4.44E+01	6.22E+01	8.73E+01	1.23E+02	1.72E+02	2.41E+02
3.38E+02	4.75E+02	6.66E+02	9.35E+02	1.31E+03	1.84E+03	2.58E+03	3.62E+03
5.08E+03	7.13E+03	1.00E+04					
3.51E-18	2.99E-18	7.88E-18	6.09E-18	4.76E-18	3.74E-18	2.96E-18	2.37E-18
2.13E-18	2.94E-18	6.19E-18	1.31E-17	2.36E-17	3.72E-17	5.00E-17	5.52E-17
5.02E-17	3.93E-17	2.77E-17	1.82E-17	1.13E-17	6.87E-18	4.10E-18	2.43E-18
1.44E-18	8.45E-19	4.99E-19	2.95E-19	1.75E-19	1.05E-19	6.26E-20	3.76E-20
2.26E-20	1.36E-20	8.22E-21					
3.51E-18	2.99E-18	8.11E-18	6.21E-18	4.82E-18	3.78E-18	2.98E-18	2.38E-18
2.13E-18	2.87E-18	5.89E-18	1.24E-17	2.23E-17	3.56E-17	4.84E-17	5.37E-17
4.89E-17	3.82E-17	2.68E-17	1.76E-17	1.09E-17	6.62E-18	3.95E-18	2.34E-18
1.38E-18	8.14E-19	4.81E-19	2.85E-19	1.69E-19	1.01E-19	6.08E-20	3.66E-20
2.21E-20	1.33E-20	8.06E-21					
3.51E-18	2.99E-18	8.41E-18	6.38E-18	4.92E-18	3.83E-18	3.01E-18	2.40E-18
2.12E-18	2.80E-18	5.59E-18	1.16E-17	2.09E-17	3.34E-17	4.55E-17	5.06E-17
4.60E-17	3.59E-17	2.53E-17	1.65E-17	1.03E-17	6.24E-18	3.72E-18	2.21E-18
1.31E-18	7.70E-19	4.55E-19	2.70E-19	1.61E-19	9.63E-20	5.79E-20	3.49E-20
2.11E-20	1.28E-20	7.74E-21					
3.51E-18	2.99E-18	8.83E-18	6.60E-18	5.04E-18	3.90E-18	3.05E-18	2.42E-18
2.12E-18	2.74E-18	5.29E-18	1.08E-17	1.93E-17	3.08E-17	4.20E-17	4.66E-17
4.24E-17	3.31E-17	2.33E-17	1.52E-17	9.50E-18	5.77E-18	3.45E-18	2.05E-18
1.21E-18	7.18E-19	4.25E-19	2.53E-19	1.51E-19	9.04E-20	5.44E-20	3.29E-20
1.99E-20	1.21E-20	7.32E-21					
3.51E-18	2.99E-18	9.38E-18	6.89E-18	5.20E-18	3.98E-18	3.09E-18	2.44E-18
2.12E-18	2.67E-18	4.98E-18	1.00E-17	1.77E-17	2.81E-17	3.81E-17	4.22E-17
3.84E-17	3.00E-17	2.11E-17	1.38E-17	8.66E-18	5.27E-18	3.16E-18	1.88E-18
1.12E-18	6.62E-19	3.93E-19	2.34E-19	1.40E-19	8.40E-20	5.06E-20	3.06E-20
1.86E-20	1.13E-20	6.87E-21					
3.51E-18	2.99E-18	1.00E-17	7.24E-18	5.38E-18	4.08E-18	3.15E-18	2.47E-18
2.13E-18	2.61E-18	4.70E-18	9.24E-18	1.62E-17	2.55E-17	3.44E-17	3.81E-17
3.46E-17	2.70E-17	1.91E-17	1.25E-17	7.85E-18	4.79E-18	2.88E-18	1.72E-18
1.02E-18	6.06E-19	3.60E-19	2.15E-19	1.29E-19	7.75E-20	4.68E-20	2.84E-20
1.73E-20	1.05E-20	6.40E-21					
3.51E-18	2.99E-18	1.08E-17	7.64E-18	5.59E-18	4.20E-18	3.21E-18	2.50E-18
2.14E-18	2.56E-18	4.45E-18	8.58E-18	1.49E-17	2.33E-17	3.13E-17	3.45E-17
3.13E-17	2.44E-17	1.72E-17	1.13E-17	7.11E-18	4.34E-18	2.61E-18	1.56E-18
9.31E-19	5.53E-19	3.29E-19	1.97E-19	1.18E-19	7.12E-20	4.31E-20	2.62E-20
1.59E-20	9.70E-21	5.92E-21					
3.51E-18	2.99E-18	1.18E-17	8.16E-18	5.87E-18	4.34E-18	3.29E-18	2.55E-18
2.15E-18	2.52E-18	4.25E-18	8.01E-18	1.38E-17	2.14E-17	2.86E-17	3.14E-17
2.85E-17	2.23E-17	1.57E-17	1.03E-17	6.48E-18	3.96E-18	2.38E-18	1.42E-18
8.50E-19	5.05E-19	3.01E-19	1.80E-19	1.08E-19	6.51E-20	3.94E-20	2.39E-20
1.46E-20	8.89E-21	5.43E-21					
3.51E-18	2.99E-18	1.33E-17	8.92E-18	6.27E-18	4.55E-18	3.40E-18	2.60E-18
2.18E-18	2.49E-18	4.05E-18	7.47E-18	1.27E-17	1.96E-17	2.62E-17	2.88E-17
2.61E-17	2.04E-17	1.44E-17	9.48E-18	5.95E-18	3.64E-18	2.19E-18	1.31E-18
7.81E-19	4.64E-19	2.76E-19	1.65E-19	9.89E-20	5.96E-20	3.61E-20	2.19E-20
1.33E-20	8.12E-21	4.96E-21					
3.51E-18	2.99E-18	1.56E-17	1.00E-17	6.83E-18	4.85E-18	3.56E-18	2.69E-18
2.22E-18	2.46E-18	3.85E-18	6.92E-18	1.16E-17	1.78E-17	2.37E-17	2.60E-17
2.36E-17	1.85E-17	1.31E-17	8.64E-18	5.44E-18	3.33E-18	2.01E-18	1.20E-18
7.19E-19	4.28E-19	2.55E-19	1.52E-19	9.14E-20	5.51E-20	3.33E-20	2.02E-20
1.23E-20	7.51E-21	4.59E-21					
3.51E-18	2.99E-18	1.89E-17	1.16E-17	7.60E-18	5.24E-18	3.76E-18	2.79E-18
2.26E-18	2.43E-18	3.66E-18	6.38E-18	1.05E-17	1.60E-17	2.12E-17	2.33E-17
2.12E-17	1.66E-17	1.18E-17	7.78E-18	4.91E-18	3.02E-18	1.82E-18	1.10E-18
6.57E-19	3.91E-19	2.34E-19	1.40E-19	8.41E-20	5.08E-20	3.08E-20	1.88E-20
1.14E-20	6.99E-21	4.27E-21					
3.50E-18	2.98E-18	2.37E-17	1.37E-17	8.62E-18	5.75E-18	4.02E-18	2.92E-18
2.33E-18	2.42E-18	3.49E-18	5.87E-18	9.51E-18	1.43E-17	1.89E-17	2.06E-17
1.87E-17	1.47E-17	1.04E-17	6.92E-18	4.38E-18	2.69E-18	1.64E-18	9.85E-19
5.92E-19	3.54E-19	2.12E-19	1.27E-19	7.67E-20	4.64E-20	2.82E-20	1.72E-20
1.05E-20	6.45E-21	3.96E-21					
3.49E-18	2.98E-18	3.08E-17	1.67E-17	1.00E-17	6.41E-18	4.34E-18	3.09E-18
2.40E-18	2.41E-18	3.33E-18	5.40E-18	8.57E-18	1.27E-17	1.67E-17	1.82E-17
1.65E-17	1.29E-17	9.19E-18	6.09E-18	3.86E-18	2.38E-18	1.45E-18	8.76E-19
5.27E-19	3.16E-19	1.90E-19	1.14E-19	6.90E-20	4.19E-20	2.55E-20	1.56E-20
9.57E-21	5.87E-21	3.61E-21					
3.47E-18	2.96E-18	4.16E-17	2.11E-17	1.19E-17	7.29E-18	4.77E-18	3.29E-18
2.50E-18	2.41E-18	3.18E-18	4.95E-18	7.68E-18	1.13E-17	1.46E-17	1.59E-17
1.44E-17	1.13E-17	8.02E-18	5.33E-18	3.38E-18	2.09E-18	1.28E-18	7.73E-19
4.66E-19	2.80E-19	1.68E-19	1.02E-19	6.15E-20	3.74E-20	2.28E-20	1.40E-20
8.60E-21	5.29E-21	3.26E-21					
3.41E-18	2.91E-18	5.91E-17	2.77E-17	1.47E-17	8.50E-18	5.32E-18	3.54E-18
2.60E-18	2.40E-18	3.00E-18	4.47E-18	6.77E-18	9.78E-18	1.26E-17	1.36E-17
1.23E-17	9.65E-18	6.88E-18	4.58E-18	2.92E-18	1.81E-18	1.11E-18	6.75E-19
4.09E-19	2.46E-19	1.48E-19	8.97E-20	5.44E-20	3.32E-20	2.03E-20	1.25E-20
7.68E-21	4.73E-21	2.92E-21					
3.28E-18	2.81E-18	8.87E-17	3.82E-17	1.87E-17	1.01E-17	5.97E-18	3.80E-18
2.68E-18	2.35E-18	2.78E-18	3.93E-18	5.77E-18	8.19E-18	1.05E-17	1.13E-17
1.02E-17	7.98E-18	5.71E-18	3.82E-18	2.45E-18	1.53E-18	9.42E-19	5.76E-19
3.50E-19	2.12E-19	1.28E-19	7.80E-20	4.76E-20	2.91E-20	1.79E-20	1.10E-20
6.82E-21	4.22E-21	2.61E-21					
3.02E-18	2.60E-18	1.39E-16	5.41E-17	2.41E-17	1.20E-17	6.57E-18	3.95E-18
2.66E-18	2.20E-18	2.43E-18	3.26E-18	4.64E-18	6.45E-18	8.15E-18	8.74E-18
7.90E-18	6.23E-18	4.48E-18	3.02E-18	1.95E-18	1.23E-18	7.65E-19	4.72E-19
2.90E-19	1.77E-19	1.08E-19	6.59E-20	4.04E-20	2.49E-20	1.54E-20	9.55E-21
5.93E-21	3.69E-21	2.30E-21					
2.57E-18	2.24E-18	2.20E-16	7.65E-17	3.04E-17	1.36E-17	6.88E-18	3.85E-18
2.44E-18	1.89E-18	1.95E-18	2.45E-18	3.36E-18	4.58E-18	5.72E-18	6.11E-18
5.54E-18	4.41E-18	3.20E-18	2.19E-18	1.43E-18	9.16E-19	5.77E-19	3.61E-19
2.25E-19	1.39E-19	8.55E-20	5.29E-20	3.28E-20	2.04E-20	1.27E-20	7.96E-21
4.98E-21	3.12E-21	1.96E-21					
2.00E-18	1.75E-18	3.44E-16	1.06E-16	3.75E-17	1.50E-17	6.82E-18	3.50E-18
2.05E-18	1.47E-18	1.39E-18	1.64E-18	2.14E-18	2.83E-18	3.47E-18	3.69E-18
3.35E-18	2.69E-18	1.98E-18	1.38E-18	9.20E-19	6.00E-19	3.86E-19	2.47E-19
1.56E-19	9.85E-20	6.19E-20	3.89E-20	2.45E-20	1.55E-20	9.82E-21	6.22E-21
3.95E-21	2.50E-21	1.59E-21					
1.47E-18	1.29E-18	5.47E-16	1.52E-16	4.76E-17	1.69E-17	6.89E-18	3.21E-18
1.71E-18	1.11E-18	9.46E-19	1.03E-18	1.26E-18	1.59E-18	1.88E-18	1.96E-18
1.77E-18	1.43E-18	1.06E-18	7.47E-19	5.08E-19	3.38E-19	2.22E-19	1.45E-19
9.42E-20	6.07E-20	3.90E-20	2.51E-20	1.62E-20	1.05E-20	6.76E-21	4.37E-21
2.83E-21	1.83E-21	1.18E-21					
1.10E-18	9.60E-19	9.11E-16	2.36E-16	6.77E-17	2.19E-17	8.06E-18	3.39E-18
1.64E-18	9.49E-19	7.10E-19	6.88E-19	7.77E-19	9.13E-19	1.02E-18	1.02E-18
9.01E-19	7.18E-19	5.34E-19	3.77E-19	2.58E-19	1.73E-19	1.15E-19	7.65E-20
5.04E-20	3.30E-20	2.16E-20	1.41E-20	9.29E-21	6.13E-21	4.04E-21	2.67E-21
1.77E-21	1.17E-21	7.70E-22					
8.84E-19	7.66E-19	1.53E-15	3.90E-16	1.08E-16	3.32E-17	1.14E-17	4.43E-18
1.96E-18	1.02E-18	6.57E-19	5.50E-19	5.53E-19	5.92E-19	6.12E-19	5.79E-19
4.93E-19	3.84E-19	2.82E-19	1.98E-19	1.35E-19	9.08E-20	6.05E-20	4.02E-20
2.66E-20	1.74E-20	1.14E-20	7.54E-21	4.99E-21	3.32E-21	2.21E-21	1.48E-21
9.90E-22	6.63E-22	4.44E-22					
7.75E-19	6.66E-19	2.36E-15	6.19E-16	1.76E-16	5.39E-17	1.79E-17	6.60E-18
2.74E-18	1.30E-18	7.38E-19	5.21E-19	4.49E-19	4.27E-19	4.03E-19	3.57E-19
2.92E-19	2.22E-19	1.60E-19	1.11E-19	7.56E-20	5.07E-20	3.37E-20	2.24E-20
1.48E-20	9.68E-21	6.34E-21	4.17E-21	2.76E-21	1.83E-21	1.22E-21	8.17E-22
5.48E-22	3.68E-22	2.48E-22					
7.24E-19	6.19E-19	3.13E-15	8.60E-16	2.54E-16	7.98E-17	2.65E-17	9.61E-18
3.88E-18	1.76E-18	9.02E-19	5.45E-19	3.94E-19	3.24E-19	2.75E-19	2.26E-19
1.76E-19	1.30E-19	9.24E-20	6.37E-20	4.31E-20	2.89E-20	1.93E-20	1.28E-20
8.48E-21	5.57E-21	3.65E-21	2.41E-21	1.60E-21	1.06E-21	7.07E-22	4.73E-22
3.17E-22	2.13E-22	1.44E-22					
5547.3	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	RECOM	/INDM = T	/ISEL =    9
1.00E+06	2.46E+06	6.06E+06	1.49E+07	3.67E+07	9.05E+07	2.23E+08	5.48E+08
1.35E+09	3.32E+09	8.19E+09	2.02E+10	4.96E+10	1.22E+11	3.01E+11	7.41E+11
1.82E+12	4.49E+12	1.11E+13	2.72E+13	6.70E+13	1.65E+14	4.06E+14	1.00E+15
1.00E-01	1.40E-01	1.97E-01	2.76E-01	3.87E-01	5.44E-01	7.63E-01	1.07E+00
1.50E+00	2.11E+00	2.96E+00	4.15E+00	5.82E+00	8.16E+00	1.15E+01	1.61E+01
2.25E+01	3.16E+01	4.44E+01	6.22E+01	8.73E+01	1.23E+02	1.72E+02	2.41E+02
3.38E+02	4.75E+02	6.66E+02	9.35E+02	1.31E+03	1.84E+03	2.58E+03	3.62E+03
5.08E+03	7.13E+03	1.00E+04					
4.79E-19	4.05E-19	9.13E-19	7.10E-19	5.58E-19	4.42E-19	3.50E-19	2.78E-19
2.46E-19	3.28E-19	6.73E-19	1.39E-18	2.29E-18	3.10E-18	3.52E-18	3.43E-18
2.93E-18	2.25E-18	1.60E-18	1.07E-18	6.94E-19	4.37E-19	2.71E-19	1.66E-19
1.01E-19	6.13E-20	3.71E-20	2.24E-20	1.36E-20	8.23E-21	5.00E-21	3.04E-21
1.85E-21	1.13E-21	6.85E-22					
4.79E-19	4.05E-19	9.38E-19	7.23E-19	5.66E-19	4.46E-19	3.52E-19	2.79E-19
2.45E-19	3.21E-19	6.41E-19	1.31E-18	2.18E-18	2.98E-18	3.44E-18	3.42E-18
2.95E-18	2.28E-18	1.62E-18	1.09E-18	6.99E-19	4.38E-19	2.70E-19	1.65E-19
1.00E-19	6.03E-20	3.63E-20	2.19E-20	1.32E-20	8.01E-21	4.85E-21	2.95E-21
1.79E-21	1.09E-21	6.64E-22					
4.79E-19	4.05E-19	9.71E-19	7.41E-19	5.75E-19	4.51E-19	3.55E-19	2.81E-19
2.45E-19	3.14E-19	6.10E-19	1.23E-18	2.07E-18	2.90E-18	3.45E-18	3.51E-18
3.08E-18	2.40E-18	1.71E-18	1.14E-18	7.30E-19	4.54E-19	2.78E-19	1.68E-19
1.01E-19	6.07E-20	3.63E-20	2.18E-20	1.31E-20	7.89E-21	4.77E-21	2.89E-21
1.75E-21	1.06E-21	6.46E-22					
4.79E-19	4.05E-19	1.01E-18	7.65E-19	5.88E-19	4.58E-19	3.59E-19	2.83E-19
2.45E-19	3.07E-19	5.78E-19	1.16E-18	1.97E-18	2.86E-18	3.55E-18	3.72E-18
3.32E-18	2.60E-18	1.85E-18	1.23E-18	7.84E-19	4.84E-19	2.93E-19	1.76E-19
1.05E-19	6.26E-20	3.72E-20	2.22E-20	1.32E-20	7.94E-21	4.77E-21	2.88E-21
1.74E-21	1.05E-21	6.38E-22					
4.79E-19	4.05E-19	1.07E-18	7.96E-19	6.05E-19	4.67E-19	3.64E-19	2.86E-19
2.45E-19	2.99E-19	5.46E-19	1.08E-18	1.88E-18	2.85E-18	3.67E-18	3.93E-18
3.54E-18	2.78E-18	1.98E-18	1.31E-18	8.29E-19	5.08E-19	3.06E-19	1.83E-19
1.09E-19	6.45E-20	3.82E-20	2.26E-20	1.35E-20	8.07E-21	4.84E-21	2.91E-21
1.76E-21	1.06E-21	6.41E-22					
4.79E-19	4.05E-19	1.15E-18	8.33E-19	6.25E-19	4.78E-19	3.70E-19	2.89E-19
2.46E-19	2.93E-19	5.16E-19	1.01E-18	1.79E-18	2.79E-18	3.67E-18	3.98E-18
3.60E-18	2.82E-18	2.00E-18	1.32E-18	8.32E-19	5.08E-19	3.06E-19	1.82E-19
1.08E-19	6.41E-20	3.80E-20	2.25E-20	1.34E-20	8.05E-21	4.83E-21	2.91E-21
1.76E-21	1.06E-21	6.44E-22					
4.79E-19	4.05E-19	1.23E-18	8.76E-19	6.48E-19	4.90E-19	3.76E-19	2.92E-19
2.47E-19	2.88E-19	4.90E-19	9.47E-19	1.68E-18	2.66E-18	3.54E-18	3.85E-18
3.47E-18	2.71E-18	1.92E-18	1.26E-18	7.95E-19	4.85E-19	2.92E-19	1.74E-19
1.03E-19	6.12E-20	3.63E-20	2.16E-20	1.29E-20	7.75E-21	4.67E-21	2.83E-21
1.71E-21	1.04E-21	6.32E-22					
4.79E-19	4.05E-19	1.33E-18	9.31E-19	6.77E-19	5.06E-19	3.85E-19	2.97E-19
2.48E-19	2.83E-19	4.68E-19	8.88E-19	1.57E-18	2.50E-18	3.33E-18	3.62E-18
3.26E-18	2.54E-18	1.79E-18	1.18E-18	7.42E-19	4.53E-19	2.72E-19	1.62E-19
9.64E-20	5.71E-20	3.38E-20	2.02E-20	1.21E-20	7.25E-21	4.38E-21	2.65E-21
1.61E-21	9.81E-22	5.98E-22					
4.79E-19	4.05E-19	1.49E-18	1.01E-18	7.20E-19	5.29E-19	3.97E-19	3.03E-19
2.51E-19	2.80E-19	4.47E-19	8.31E-19	1.46E-18	2.31E-18	3.09E-18	3.36E-18
3.02E-18	2.35E-18	1.66E-18	1.10E-18	6.88E-19	4.20E-19	2.52E-19	1.50E-19
8.94E-20	5.29E-20	3.13E-20	1.87E-20	1.12E-20	6.71E-21	4.05E-21	2.46E-21
1.49E-21	9.08E-22	5.54E-22					
4.79E-19	4.05E-19	1.74E-18	1.13E-18	7.80E-19	5.60E-19	4.13E-19	3.12E-19
2.55E-19	2.77E-19	4.26E-19	7.71E-19	1.34E-18	2.11E-18	2.81E-18	3.05E-18
2.75E-18	2.15E-18	1.52E-18	1.00E-18	6.31E-19	3.86E-19	2.32E-19	1.39E-19
8.26E-20	4.89E-20	2.90E-20	1.73E-20	1.03E-20	6.22E-21	3.76E-21	2.28E-21
1.39E-21	8.45E-22	5.15E-22					
4.79E-19	4.05E-19	2.09E-18	1.30E-18	8.62E-19	6.02E-19	4.35E-19	3.23E-19
2.60E-19	2.74E-19	4.06E-19	7.12E-19	1.22E-18	1.90E-18	2.53E-18	2.74E-18
2.46E-18	1.93E-18	1.37E-18	9.04E-19	5.70E-19	3.50E-19	2.11E-19	1.26E-19
7.54E-20	4.48E-20	2.66E-20	1.59E-20	9.53E-21	5.74E-21	3.48E-21	2.11E-21
1.29E-21	7.86E-22	4.81E-22					
4.78E-19	4.05E-19	2.60E-18	1.53E-18	9.72E-19	6.56E-19	4.63E-19	3.37E-19
2.67E-19	2.73E-19	3.87E-19	6.57E-19	1.10E-18	1.71E-18	2.25E-18	2.43E-18
2.18E-18	1.71E-18	1.21E-18	8.03E-19	5.08E-19	3.12E-19	1.89E-19	1.13E-19
6.79E-20	4.04E-20	2.41E-20	1.44E-20	8.68E-21	5.24E-21	3.18E-21	1.94E-21
1.19E-21	7.26E-22	4.45E-22					
4.77E-19	4.04E-19	3.37E-18	1.85E-18	1.12E-18	7.28E-19	4.98E-19	3.55E-19
2.75E-19	2.73E-19	3.71E-19	6.06E-19	9.96E-19	1.52E-18	1.99E-18	2.14E-18
1.92E-18	1.50E-18	1.07E-18	7.08E-19	4.48E-19	2.76E-19	1.67E-19	1.01E-19
6.04E-20	3.61E-20	2.15E-20	1.29E-20	7.80E-21	4.72E-21	2.88E-21	1.76E-21
1.08E-21	6.60E-22	4.06E-22					
4.75E-19	4.02E-19	4.54E-18	2.32E-18	1.33E-18	8.24E-19	5.45E-19	3.78E-19
2.86E-19	2.73E-19	3.55E-19	5.57E-19	8.96E-19	1.35E-18	1.75E-18	1.88E-18
1.68E-18	1.31E-18	9.31E-19	6.19E-19	3.93E-19	2.42E-19	1.47E-19	8.88E-20
5.34E-20	3.19E-20	1.91E-20	1.15E-20	6.94E-21	4.21E-21	2.57E-21	1.57E-21
9.65E-22	5.93E-22	3.65E-22					
4.69E-19	3.98E-19	6.45E-18	3.05E-18	1.63E-18	9.58E-19	6.06E-19	4.06E-19
2.98E-19	2.73E-19	3.38E-19	5.08E-19	7.96E-19	1.18E-18	1.52E-18	1.61E-18
1.44E-18	1.13E-18	8.01E-19	5.33E-19	3.39E-19	2.10E-19	1.28E-19	7.76E-20
4.68E-20	2.80E-20	1.68E-20	1.01E-20	6.14E-21	3.74E-21	2.28E-21	1.40E-21
8.62E-22	5.31E-22	3.27E-22					
4.55E-19	3.88E-19	9.81E-18	4.23E-18	2.09E-18	1.14E-18	6.83E-19	4.38E-19
3.10E-19	2.71E-19	3.17E-19	4.54E-19	6.90E-19	1.00E-18	1.28E-18	1.35E-18
1.20E-18	9.41E-19	6.71E-19	4.48E-19	2.86E-19	1.78E-19	1.09E-19	6.64E-20
4.03E-20	2.42E-20	1.46E-20	8.84E-21	5.37E-21	3.28E-21	2.01E-21	1.24E-21
7.65E-22	4.73E-22	2.93E-22					
